timestamp,barcode_text,ocr_text,image_path,status
2026-03-12 09:50:48,BARCODE NOT FOUND,13743425642,data\captures\2026-03-12\img_20260312_095048_BARCODENOTFOUND_13743425642.jpg,ocr_only
2026-03-12 09:50:50,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_095050_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:50:53,BARCODE NOT FOUND,137434242,data\captures\2026-03-12\img_20260312_095053_BARCODENOTFOUND_137434242.jpg,ocr_only
2026-03-12 09:50:54,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_095054_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:50:54,BARCODE NOT FOUND,1374342542,data\captures\2026-03-12\img_20260312_095054_BARCODENOTFOUND_1374342542.jpg,ocr_only
2026-03-12 09:50:57,JJD014600003097601936,1374342642,data\captures\2026-03-12\img_20260312_095057_JJD014600003097601936_1374342642.jpg,barcode+ocr
2026-03-12 09:51:01,1374342642,137434242,data\captures\2026-03-12\img_20260312_095101_1374342642_137434242.jpg,barcode+ocr
2026-03-12 09:51:02,BARCODE NOT FOUND,1374342542,data\captures\2026-03-12\img_20260312_095102_BARCODENOTFOUND_1374342542.jpg,ocr_only
2026-03-12 09:51:03,JJD014600003097601936,1374342642,data\captures\2026-03-12\img_20260312_095103_JJD014600003097601936_1374342642.jpg,barcode+ocr
2026-03-12 09:51:04,BARCODE NOT FOUND,15374342642,data\captures\2026-03-12\img_20260312_095104_BARCODENOTFOUND_15374342642.jpg,ocr_only
2026-03-12 09:51:04,JJD014600003097601936,137435425642,data\captures\2026-03-12\img_20260312_095104_JJD014600003097601936_137435425642.jpg,barcode+ocr
2026-03-12 09:51:05,BARCODE NOT FOUND,13743426542,data\captures\2026-03-12\img_20260312_095105_BARCODENOTFOUND_13743426542.jpg,ocr_only
2026-03-12 09:51:06,JJD014600003097601936,13743542642,data\captures\2026-03-12\img_20260312_095106_JJD014600003097601936_13743542642.jpg,barcode+ocr
2026-03-12 09:51:06,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_095106_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:51:07,1374342642,1374342642,data\captures\2026-03-12\img_20260312_095107_1374342642_1374342642.jpg,barcode+ocr
2026-03-12 10:07:45,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_100745_BARCODENOTFOUND_1374342642.jpg,ocr_only
